iter	Logloss
153	0.200144125
154	0.1999779441
155	0.199750272
156	0.1995502083
157	0.1994033578
158	0.1992512192
159	0.1991204375
160	0.1989130986
161	0.1987011075
162	0.198560679
163	0.1983667288
164	0.1981695325
165	0.1980357095
166	0.1979128061
167	0.197713162
168	0.1974875488
169	0.197311934
170	0.1971515711
171	0.1970116838
172	0.1968406445
173	0.196564697
174	0.1964069379
175	0.1962513521
176	0.1960597875
177	0.195829855
178	0.1956487552
179	0.1955228128
180	0.1953912815
181	0.1952261664
182	0.1950826965
183	0.194856273
184	0.1947204563
185	0.1945509851
186	0.1944482706
187	0.1942270601
188	0.1940842201
189	0.1939057731
190	0.1938100414
191	0.1936752268
192	0.1934867053
193	0.1932049679
194	0.1930209289
195	0.1928809851
196	0.1926453187
197	0.1925557762
198	0.1923434392
199	0.192295973
200	0.1922194065
201	0.1921353975
202	0.1919897199
203	0.1918387933
204	0.1917737888
205	0.1916363083
206	0.1914816493
207	0.1914062171
208	0.1912635815
209	0.1911227478
210	0.1909473505
211	0.1908109656
212	0.1906371555
213	0.1904886897
214	0.1903382531
215	0.1901623243
216	0.1899940831
217	0.1897957354
218	0.189623697
219	0.1894584402
220	0.1892866366
221	0.1890930996
222	0.1890149323
223	0.1888178007
224	0.1886651824
225	0.18856637
226	0.1884467889
227	0.1882215327
228	0.1880873058
229	0.188011773
230	0.1878828903
231	0.1877387988
232	0.1875953752
233	0.1874885033
234	0.1873753633
235	0.1872650258
236	0.1871976987
237	0.1871253159
238	0.1869164035
239	0.1866968126
240	0.186586298
241	0.1864939837
242	0.1863031712
243	0.1861517538
244	0.1859775823
245	0.1858751151
246	0.1857200955
247	0.1856060489
248	0.1854362975
249	0.1853193377
250	0.1852063065
251	0.1850792017
252	0.1849663317
253	0.1847128773
254	0.1845879523
255	0.1844531471
256	0.1842991307
257	0.1840786977
258	0.1839813413
259	0.1838464561
260	0.1837076368
261	0.1835409147
262	0.1834228633
263	0.1832965438
264	0.1830837381
265	0.1829838912
266	0.1828369144
267	0.1827039362
268	0.1825944994
269	0.1824731182
270	0.1822947903
271	0.1821335654
272	0.1819163986
273	0.1818090671
274	0.1816791123
275	0.1815763461
276	0.1814830518
277	0.1814324878
278	0.1812165944
279	0.1810305627
280	0.1809095662
281	0.1807961665
282	0.1806512477
283	0.1805254246
284	0.1803960133
285	0.1802180149
286	0.1801550807
287	0.1800300581
288	0.1798376515
289	0.1796638119
290	0.1795240922
291	0.1794212646
292	0.1793252297
293	0.1792160043
294	0.1790717976
295	0.1790179105
296	0.178882737
297	0.1787457188
298	0.1785985029
299	0.178390559
300	0.1782212729
301	0.1780969624
302	0.1779990544
303	0.1778879833
304	0.1778146577
305	0.1777219366
306	0.1775785692
307	0.1774557017
308	0.1773972766
309	0.1772330247
310	0.1770624886
311	0.1769525475
312	0.1767958092
313	0.1766596928
314	0.1765023331
315	0.176296278
316	0.1762070393
317	0.1760696331
318	0.1759734817
319	0.1757777252
320	0.1756625169
321	0.1754564672
322	0.1753891947
323	0.1751944121
324	0.1750402954
325	0.1749139475
326	0.1748357029
327	0.1746822193
328	0.1745742553
329	0.1744841786
330	0.1744315075
331	0.1743672012
332	0.174239841
333	0.1741583743
334	0.1740391319
335	0.1739411572
336	0.1737871454
337	0.1737180154
338	0.1735181807
339	0.173404561
340	0.1732703611
341	0.173080995
342	0.172979127
343	0.1728058087
344	0.1727220662
345	0.1726097628
346	0.172464034
347	0.1723292461
348	0.1722375716
349	0.1721101198
350	0.1718474505
351	0.1716805297
352	0.1716404729
353	0.1715362266
354	0.1713547362
355	0.1712175845
356	0.1711227251
357	0.1710247064
358	0.1709534483
359	0.1708182287
360	0.1706778829
361	0.1705392745
362	0.1704171364
363	0.1702891768
364	0.1702051725
365	0.1701209958
366	0.1699499214
367	0.1698606459
368	0.1697678845
369	0.1696414137
370	0.1695566964
371	0.1695082123
372	0.1694534506
373	0.1693681941
374	0.1693202828
375	0.1691130786
376	0.1690040843
377	0.1688800767
378	0.1686870321
379	0.1686482943
380	0.1685503231
381	0.1684568431
382	0.1683321142
383	0.1681871306
384	0.1680081371
385	0.1678923115
386	0.167797718
387	0.1677218741
388	0.1675834688
389	0.1673854358
390	0.1672594419
391	0.1671793453
392	0.1670023791
393	0.166957918
394	0.166917759
395	0.1668491643
396	0.1666951343
397	0.1665697573
398	0.1664839398
399	0.1663259544
400	0.1661454717
401	0.1659833581
402	0.1658226961
403	0.1657898361
404	0.1657616821
405	0.1657259973
406	0.1655929273
407	0.1654752123
408	0.1653817715
409	0.1652329684
410	0.1651030133
411	0.1649506376
412	0.1648979188
413	0.1648240676
414	0.1647143034
415	0.164554698
416	0.1645290506
417	0.1644440366
418	0.1643026036
419	0.1642564702
420	0.1641674584
421	0.1640836214
422	0.1639772226
423	0.1638366757
424	0.1637904177
425	0.1636500591
426	0.1635246175
427	0.1634890768
428	0.1633594666
429	0.1632984677
430	0.163186944
431	0.1631411536
432	0.1630634493
433	0.1628779425
434	0.1627071946
435	0.1625398887
436	0.1624139317
437	0.1623394774
438	0.1622931341
439	0.162111564
440	0.161986323
441	0.161868045
442	0.1617782859
443	0.1616531401
444	0.1615993385
445	0.1615615892
446	0.1614677145
447	0.1614229329
448	0.161326733
449	0.161243934
450	0.1611164842
451	0.1609713138
452	0.1608233492
453	0.1607402824
454	0.1606983685
455	0.1606000386
456	0.1605165344
457	0.1604636059
458	0.160402361
459	0.1603190437
460	0.1602165445
461	0.1601849219
462	0.1600395142
463	0.1599014991
464	0.159782903
465	0.159594577
466	0.1595017959
467	0.1593523113
468	0.159200344
469	0.1591512258
470	0.1590566956
471	0.1589410874
472	0.1589114631
473	0.1588224631
474	0.1586606572
475	0.158543818
476	0.1584827461
477	0.1583816463
478	0.1582504981
479	0.1582102002
480	0.1581425241
481	0.1581016606
482	0.1579984527
483	0.1579676141
484	0.1578788636
485	0.1577414999
486	0.1576440709
487	0.1575262457
488	0.1574384979
489	0.1573979576
490	0.1572556207
491	0.1571571659
492	0.1569816958
493	0.1569266676
494	0.1568099847
495	0.1567366917
496	0.1566152212
497	0.1565561927
498	0.1564502764
499	0.1563039119
500	0.1562364511
501	0.1561213613
502	0.1559995975
503	0.1559185808
504	0.1557821976
505	0.1557385456
506	0.1556003434
507	0.1554941456
508	0.1554072894
509	0.1553011668
510	0.1552651668
511	0.1551322769
512	0.1550083106
513	0.1549197884
514	0.1548353207
515	0.1547110034
516	0.1546282854
517	0.1545483401
518	0.1544592135
519	0.1543030402
520	0.1542403761
521	0.1541328003
522	0.1540491093
523	0.1539329519
524	0.1538769272
525	0.1536416777
526	0.1535882693
527	0.1535500573
528	0.1534600101
529	0.1533878501
530	0.1532631677
531	0.1531327008
532	0.1530161979
533	0.1529079098
534	0.1528198371
535	0.1527727871
536	0.1526702193
537	0.1525568239
538	0.1524226108
539	0.1523404298
540	0.1521535308
541	0.1520721569
542	0.1520345738
543	0.1519075432
544	0.1517844052
545	0.151665052
546	0.1516085579
547	0.1515127269
548	0.151319116
549	0.1512427748
550	0.1512023383
551	0.1510701693
552	0.1510018271
553	0.1509764935
554	0.1508664417
555	0.1507378131
556	0.1506290587
557	0.150527987
558	0.1504712322
559	0.1504310294
560	0.1503123023
561	0.1502368163
562	0.1501177333
563	0.1499872319
564	0.1498647996
565	0.1497314436
566	0.1496245252
567	0.1495605415
568	0.1494973708
569	0.1492934679
570	0.1491802726
571	0.1491547434
572	0.1490167945
573	0.1488892762
574	0.1488713525
575	0.1487742534
576	0.1487254264
577	0.1486609185
578	0.1485844903
579	0.1484787386
580	0.1483344615
581	0.1482464784
582	0.1481281047
583	0.1480200927
584	0.1479472866
585	0.147817481
586	0.1477069052
587	0.1475938837
588	0.1474616213
589	0.1474281976
590	0.147375492
591	0.1473403976
592	0.1473026398
593	0.147201352
594	0.1471211207
595	0.1470084916
596	0.146970144
597	0.1468899316
598	0.1468338285
599	0.1468097166
600	0.1467419408
601	0.1466728257
602	0.1465342873
603	0.1464302962
604	0.1463497699
605	0.1462286839
606	0.1461711605
607	0.1461340115
608	0.1460414455
609	0.1460071296
610	0.1459407353
611	0.1458926771
612	0.1458036186
613	0.1456971525
614	0.1456247239
615	0.1455519605
616	0.1455090975
617	0.1454103005
618	0.1453315239
619	0.1452230415
620	0.1451108349
621	0.145020827
622	0.144963145
623	0.1448646937
624	0.144790385
625	0.1447271542
626	0.1446488535
627	0.144570241
628	0.1444744418
629	0.1443977039
630	0.1443149028
631	0.1442364525
632	0.1441524121
633	0.1440932211
634	0.1439995375
635	0.143942783
636	0.1438837581
637	0.1438167593
638	0.1437286877
639	0.1436766222
640	0.1435090756
641	0.1434471056
642	0.1433385465
643	0.1432362582
644	0.1432092303
645	0.1431636901
646	0.1430681661
647	0.1429500153
648	0.142904984
649	0.1427749568
650	0.1426723747
651	0.1425714763
652	0.1425521823
653	0.1424352531
654	0.1423039661
655	0.1422678567
656	0.1421613576
657	0.1420933442
658	0.1420243295
659	0.1419486964
660	0.1418977749
661	0.1418440881
662	0.141750596
663	0.1417205318
664	0.1416190747
665	0.1415365968
666	0.1414721777
667	0.1413521037
668	0.1413003585
669	0.1412179976
670	0.1411403645
671	0.1410033656
672	0.1409781979
673	0.1409542544
674	0.1408682548
675	0.1407677956
676	0.1406614949
677	0.1405833268
678	0.1405109079
679	0.1404532261
680	0.1403624692
681	0.1402866812
682	0.1401346233
683	0.1400745736
684	0.1399986926
685	0.1399758969
686	0.1398978481
687	0.139788442
688	0.1397140077
689	0.1396182677
690	0.1395162895
691	0.1394359288
692	0.1393505385
693	0.1392502154
694	0.1392301354
695	0.1391327888
696	0.1390321971
697	0.1389056355
698	0.1388503513
699	0.1387950289
700	0.1387520447
701	0.1386613525
702	0.138570903
703	0.1384748058
704	0.138429828
705	0.1383686863
706	0.1382685783
707	0.13823041
708	0.1381838117
709	0.1381522051
710	0.1380644091
711	0.1379524353
712	0.1378622618
713	0.1377498485
714	0.1376885972
715	0.137572858
716	0.1374802612
717	0.1373534327
718	0.1372592228
719	0.1371966621
720	0.1371109729
721	0.1369527253
722	0.1368062081
723	0.1367774678
724	0.1366713811
725	0.1366027528
726	0.1364862447
727	0.1363991761
728	0.1363100664
729	0.1361802396
730	0.1361214955
731	0.1360620119
732	0.1360459823
733	0.1359499507
734	0.1358725049
735	0.1358145462
736	0.1357940474
737	0.1356904965
738	0.1356121861
739	0.1355298386
740	0.1353877513
741	0.1353454798
742	0.1353166929
743	0.1352589579
744	0.1352130595
745	0.1351433281
746	0.135008274
747	0.1349599007
748	0.1348822281
749	0.1347681077
750	0.1346697708
751	0.1346070966
752	0.1345577652
753	0.1345098645
754	0.1344508288
755	0.1343266655
756	0.134188725
757	0.1340734909
758	0.1339662478
759	0.1339044054
760	0.1337946206
761	0.1337065101
762	0.1336663922
763	0.1335447616
764	0.1334382044
765	0.1333351487
766	0.1332146633
767	0.1331219531
768	0.1330289776
769	0.1329150209
770	0.1328170167
771	0.1327482
772	0.1326406057
773	0.1325619697
774	0.1325096467
775	0.1324768141
776	0.1324090959
777	0.1322822312
778	0.1322368344
779	0.1321556591
780	0.1321252344
781	0.1320199914
782	0.1319556041
783	0.1318433098
784	0.1317187172
785	0.1316453346
786	0.1315466305
787	0.1314938933
788	0.1314372145
789	0.1313784745
790	0.1312696178
791	0.1311456229
792	0.1311155306
793	0.1310034781
794	0.1309525409
795	0.1309031186
796	0.1307647643
797	0.1307368826
798	0.1306576464
799	0.1305630051
800	0.1305186806
801	0.1304723395
802	0.1303889139
803	0.1302796456
804	0.1302376376
805	0.1301144324
806	0.1300139224
807	0.1299372928
808	0.1298631316
809	0.1297504188
810	0.129721797
811	0.1296419351
812	0.1295373967
813	0.1294286031
814	0.129350124
815	0.1293348473
816	0.129229271
817	0.1291106123
818	0.1290918018
819	0.1290030673
820	0.1289694725
821	0.1289529596
822	0.1288557108
823	0.1287912961
824	0.1286968588
825	0.1285907947
826	0.1285096984
827	0.1284361362
828	0.1283667979
829	0.1282882369
830	0.1282418375
831	0.1281664451
832	0.1280526529
833	0.1279753542
834	0.1278909064
835	0.1278063802
836	0.1277142168
837	0.127651812
838	0.1275842654
839	0.1275201881
840	0.1274891887
841	0.127391063
842	0.1273570825
843	0.1273050649
844	0.1272136196
845	0.1271501317
846	0.1271284398
847	0.1270436979
848	0.1270217176
849	0.1269120679
850	0.1268886067
851	0.1267859567
852	0.1267158221
853	0.1266858805
854	0.1266269679
855	0.1265229136
856	0.1264504828
857	0.1263501085
858	0.126309771
859	0.1262791994
860	0.1262213545
861	0.1261518095
862	0.1260611661
863	0.1259769598
864	0.1259072425
865	0.125828934
866	0.1258081949
867	0.1257057092
868	0.1256275411
869	0.1255823943
870	0.1255572468
871	0.125534802
872	0.1254835453
873	0.1253970652
874	0.1253696138
875	0.1252402631
876	0.1251823402
877	0.125163195
878	0.1250675254
879	0.1250080303
880	0.1249293018
881	0.1248389378
882	0.1247555128
883	0.1246743377
884	0.1246013573
885	0.1245074958
886	0.1244747221
887	0.124414275
888	0.1243757243
889	0.124354406
890	0.1242924891
891	0.124236322
892	0.124182576
893	0.1240773605
894	0.1240380055
895	0.1239793319
896	0.1238997232
897	0.1238564127
898	0.123843924
899	0.1237746758
900	0.1236839582
901	0.1236045604
902	0.1235127443
903	0.1234276955
904	0.1233416002
905	0.1232722819
906	0.1232469565
907	0.1231965155
908	0.1231186376
909	0.1230449678
910	0.1229679392
911	0.1229290378
912	0.1229088699
913	0.1228411185
914	0.1227887351
915	0.1227229686
916	0.1226338931
917	0.1225953021
918	0.1225225788
919	0.1224291793
920	0.1223309261
921	0.1222682361
922	0.1221831088
923	0.1221141042
924	0.1220581
925	0.1220143678
926	0.1219836095
927	0.121854358
928	0.1217760721
929	0.1217185178
930	0.1216624012
931	0.1216314989
932	0.1215697927
933	0.1214555008
934	0.1213916796
935	0.1213361368
936	0.1213282634
937	0.1213088432
938	0.121292505
939	0.121263133
940	0.1211380803
941	0.121016522
942	0.121001371
943	0.1209121599
944	0.1208256476
945	0.1207953687
946	0.1207142479
947	0.1206386141
948	0.120548178
949	0.120524445
950	0.1204447825
951	0.1204119281
952	0.1203887903
953	0.1203252351
954	0.1202374093
955	0.1202024585
956	0.1201394167
957	0.1200472506
958	0.119940386
959	0.1198394728
960	0.1197628717
961	0.1196876566
962	0.1196291963
963	0.1195523613
964	0.1194851649
965	0.1194522508
966	0.1193069739
967	0.1192627104
968	0.1191857564
969	0.1191463804
970	0.1190592721
971	0.1190017968
972	0.1189804712
973	0.1189111904
974	0.1188734588
975	0.1187956217
976	0.1187534955
977	0.1186759483
978	0.1186593607
979	0.1186056446
980	0.1185487314
981	0.1184855563
982	0.1183693828
983	0.1182764334
984	0.1182432599
985	0.1181722507
986	0.1181064168
987	0.1180604984
988	0.1180454717
989	0.1179755451
990	0.1179327189
991	0.1178690682
992	0.117759673
993	0.1176896506
994	0.1176764376
995	0.1175728106
996	0.1174806809
997	0.1174504391
998	0.117386131
999	0.1172935011
